1:1	سمو ءله رحم رحم
53:23	سمو سمو ءبو نزل ءله سلط تبع ظنن هوی نفس جیء ربب هدی
53:24	ءنس منی
53:25	ءله ءخر ءول
53:26	ملک سمو غنی شفع شیء بعد ءذن ءله شیء رضو
53:27	ءمن ءخر سمو ملک سمو ءنث
53:28	علم تبع ظنن ظنن غنی حقق شیء
53:29	عرض ولی ذکر رود حیی دنو
53:30	بلغ علم ربب علم ضلل سبل علم هدی
53:31	ءله سمو ءرض جزی سوء عمل جزی حسن حسن
53:32	جنب کبر ءثم فحش لمم ربب وسع غفر علم نشء ءرض جنن بطن ءمم زکو نفس علم وقی
53:33	رءی ولی
53:34	عطو قلل کدی
53:35	عند علم غیب رءی
53:36	نبء صحف وسی
53:37	برهم وفی
53:38	وزر وزر وزر ءخر
53:39	لیس ءنس سعی
53:40	سعی رءی
53:41	جزی جزی وفی
53:42	ربب نهی
53:43	ضحک بکی
53:44	موت حیی
53:45	خلق زوج ذکر ءنث
53:46	نطف منی
53:47	نشء ءخر
53:48	غنی قنی
53:49	ربب شعر
53:50	هلک عود ءول
53:51	ثمد بقی
53:52	قوم نوح قبل کون ظلم طغی
53:53	ءفک هوی
53:54	غشو غشو
53:55	ءلی ربب مری
53:56	نذر نذر ءول
53:57	ءزف ءزف
53:58	لیس دون ءله کشف
53:59	حدث عجب
53:60	ضحک بکی
53:61	سمد
53:62	سجد ءله عبد
54:1	قرب سوع شقق قمر
54:2	رءی ءیی عرض قول سحر مرر
54:3	کذب تبع هوی کلل ءمر قرر
54:4	جیء نبء زجر
54:5	حکم بلغ غنی نذر
54:6	ولی یوم دعو دعو شیء نکر
54:7	خشع بصر خرج جدث جرد نشر
54:8	هطع دعو قول کفر یوم عسر
54:9	کذب قبل قوم نوح کذب عبد قول جنن زجر
54:10	دعو ربب غلب نصر
54:11	فتح بوب سمو موه همر
54:12	فجر ءرض عین لقی موه ءمر قدر
54:13	حمل ذوی لوح دسر
54:14	جری عین جزی کون کفر
54:15	ترک ءیی ذکر
54:16	کون عذب نذر
54:17	یسر قرء ذکر ذکر
54:18	کذب عود کون عذب نذر
54:19	رسل روح صرصر یوم نحس مرر
54:20	نزع ءنس عجز نخل قعر
54:21	کون عذب نذر
54:22	یسر قرء ذکر ذکر
54:23	کذب ثمد نذر
54:24	قول بشر وحد تبع ضلل سعر
54:25	لقی ذکر بین کذب ءشر
54:26	علم غدو کذب ءشر
54:27	رسل نوق فتن رقب صبر
54:28	نبء موه قسم بین کلل شرب حضر
54:29	ندو صحب عطو عقر
54:30	کون عذب نذر
54:31	رسل صیح وحد کون هشم حظر
54:32	یسر قرء ذکر ذکر
54:33	کذب قوم لوط نذر
54:34	رسل حصب ءول لوط نجو سحر
54:35	نعم عند جزی شکر
54:36	نذر بطش مری نذر
54:37	رود ضیف طمس عین ذوق عذب نذر
54:38	صبح بکر عذب قرر
54:39	ذوق عذب نذر
54:40	یسر قرء ذکر ذکر
54:41	جیء ءول فرعن نذر
54:42	کذب ءیی کلل ءخذ ءخذ عزز قدر
54:43	کفر خیر برء زبر
54:44	قول جمع نصر
54:45	هزم جمع ولی دبر
54:46	سوع وعد سوع دهی مرر
54:47	جرم ضلل سعر
54:48	یوم سحب نور وجه ذوق مسس سقر
54:49	کلل شیء خلق قدر
54:50	ءمر وحد لمح بصر
54:51	هلک شیع ذکر
54:52	کلل شیء فعل زبر
54:53	کلل صغر کبر سطر
54:54	وقی جنن نهر
54:55	قعد صدق عند ملک قدر
55:1	رحم
55:2	علم قرء
55:3	خلق ءنس
55:4	علم بین
55:5	شمس قمر حسب
55:6	نجم شجر سجد
55:7	سمو رفع وضع وزن
55:8	طغی وزن
55:9	قوم وزن قسط خسر وزن
55:10	ءرض وضع ءنم
55:11	فکه نخل ذوی کمم
55:12	حبب ذوی عصف روح
55:13	ءلی ربب کذب
55:14	خلق ءنس صلصل فخر
55:15	خلق جنن مرج نور
55:16	ءلی ربب کذب
55:17	ربب شرق ربب غرب
55:18	ءلی ربب کذب
55:19	مرج بحر لقی
55:20	بین برزخ بغی
55:21	ءلی ربب کذب
55:22	خرج لءلء مرج
55:23	ءلی ربب کذب
55:24	جری نشء بحر علم
55:25	ءلی ربب کذب
55:26	کلل فنی
55:27	بقی وجه ربب ذوی جلل کرم
55:28	ءلی ربب کذب
55:29	سءل سمو ءرض کلل یوم شءن
55:30	ءلی ربب کذب
55:31	فرغ ثقل
55:32	ءلی ربب کذب
55:33	عشر جنن ءنس طوع نفذ قطر سمو ءرض نفذ نفذ سلط
55:34	ءلی ربب کذب
55:35	رسل شوظ نور نحس نصر
55:36	ءلی ربب کذب
55:37	شقق سمو کون ورد دهن
55:38	ءلی ربب کذب
55:39	یوم سءل ذنب ءنس جنن
55:40	ءلی ربب کذب
55:41	عرف جرم سوم ءخذ نصو قدم
55:42	ءلی ربب کذب
55:43	جهنم کذب جرم
55:44	طوف بین بین حمم ءنی
55:45	ءلی ربب کذب
55:46	خوف قوم ربب جنن
55:47	ءلی ربب کذب
55:48	ذوی فنن
55:49	ءلی ربب کذب
55:50	عین جری
55:51	ءلی ربب کذب
55:52	کلل فکه زوج
55:53	ءلی ربب کذب
55:54	وکء فرش بطن برق جنی جنن دنو
55:55	ءلی ربب کذب
55:56	قصر طرف طمث ءنس قبل جنن
55:57	ءلی ربب کذب
55:58	یقت مرج
55:59	ءلی ربب کذب
55:60	جزی حسن حسن
55:61	ءلی ربب کذب
55:62	دون جنن
55:63	ءلی ربب کذب
55:64	دهم
55:65	ءلی ربب کذب
55:66	عین نضخ
55:67	ءلی ربب کذب
55:68	فکه نخل رمن
55:69	ءلی ربب کذب
55:70	خیر حسن
55:71	ءلی ربب کذب
55:72	حور قصر خیم
55:73	ءلی ربب کذب
55:74	طمث ءنس قبل جنن
55:75	ءلی ربب کذب
55:76	وکء رفرف خضر عبقر حسن
55:77	ءلی ربب کذب
55:78	برک سمو ربب ذوی جلل کرم
56:1	وقع وقع
56:2	لیس وقع کذب
56:3	خفض رفع
56:4	رجج ءرض رجج
56:5	بسس جبل بسس
56:6	کون هبو بثث
56:7	کون زوج ثلث
56:8	صحب یمن صحب یمن
56:9	صحب شءم صحب شءم
56:10	سبق سبق
56:11	قرب
56:12	جنن نعم
56:13	ثلل ءول
56:14	قلل ءخر
56:15	سرر وضن
56:16	وکء قبل
56:17	طوف ولد خلد
56:18	کوب برق کءس عین
56:19	صدع نزف
56:20	فکه خیر
56:21	لحم طیر شهو
56:22	حور عین
56:23	مثل لءلء کنن
56:24	جزی کون عمل
56:25	سمع لغو ءثم
56:26	قول سلم سلم
56:27	صحب یمن صحب یمن
56:28	سدر خضد
56:29	طلح نضد
56:30	ظلل مدد
56:31	موه سکب
56:32	فکه کثر
56:33	قطع منع
56:34	فرش رفع
56:35	نشء نشء
56:36	جعل بکر
56:37	عرب ترب
56:38	صحب یمن
56:39	ثلل ءول
56:40	ثلل ءخر
56:41	صحب شمل صحب شمل
56:42	سمم حمم
56:43	ظلل حمم
56:44	برد کرم
56:45	کون قبل ترف
56:46	کون صرر حنث عظم
56:47	کون قول موت کون ترب عظم بعث
56:48	ءبو ءول
56:49	قول ءول ءخر
56:50	جمع وقت یوم علم
56:51	ضلل کذب
56:52	ءکل شجر زقم
56:53	ملء بطن
56:54	شرب حمم
56:55	شرب شرب هیم
56:56	نزل یوم دین
56:57	خلق صدق
56:58	رءی منی
56:59	خلق خلق
56:60	قدر بین موت سبق
56:61	بدل مثل نشء علم
56:62	علم نشء ءول ذکر
56:63	رءی حرث
56:64	زرع زرع
56:65	شیء جعل حطم ظلل فکه
56:66	غرم
56:67	حرم
56:68	رءی موه شرب
56:69	نزل مزن نزل
56:70	شیء جعل ءجج شکر
56:71	رءی نور وری
56:72	نشء شجر نشء
56:73	جعل ذکر متع قوی
56:74	سبح سمو ربب عظم
56:75	قسم وقع نجم
56:76	قسم علم عظم
56:77	قرء کرم
56:78	کتب کنن
56:79	مسس طهر
56:80	نزل ربب علم
56:81	حدث دهن
56:82	جعل رزق کذب
56:83	بلغ حلقم
56:84	حین نظر
56:85	قرب بصر
56:86	کون غیر دین
56:87	رجع کون صدق
56:88	کون قرب
56:89	روح روح جنن نعم
56:90	کون صحب یمن
56:91	سلم صحب یمن
56:92	کون کذب ضلل
56:93	نزل حمم
56:94	صلی جحم
56:95	حقق یقن
56:96	سبح سمو ربب عظم
57:1	سبح ءله سمو ءرض عزز حکم
57:2	ملک سمو ءرض حیی موت کلل شیء قدر
57:3	ءول ءخر ظهر بطن کلل شیء علم
57:4	خلق سمو ءرض ستت یوم سوو عرش علم ولج ءرض خرج نزل سمو عرج ءین کون ءله عمل بصر
57:5	ملک سمو ءرض ءله رجع ءمر
57:6	ولج لیل نهر ولج نهر لیل علم ذوی صدر
57:7	ءمن ءله رسل نفق جعل خلف ءمن نفق ءجر کبر
57:8	ءمن ءله رسل دعو ءمن ربب ءخذ وثق کون ءمن
57:9	نزل عبد ءیی بین خرج ظلم نور ءله رءف رحم
57:10	نفق سبل ءله ءله ورث سمو ءرض سوو نفق قبل فتح قتل عظم درج نفق بعد قتل کلل وعد ءله حسن ءله عمل خبر
57:11	ذوی قرض ءله قرض حسن ضعف ءجر کرم
57:12	یوم رءی ءمن ءمن سعی نور بین یدی یمن بشر یوم جنن جری تحت نهر خلد فوز عظم
57:13	یوم قول نفق نفق ءمن نظر قبس نور قول رجع وری لمس نور ضرب بین سور بوب بطن رحم ظهر قبل عذب
57:14	ندو کون قول فتن نفس ربص ریب غرر منی جیء ءمر ءله غرر ءله غرر
57:15	یوم ءخذ فدی کفر ءوی نور ولی بءس صیر
57:16	ءنی ءمن خشع قلب ذکر ءله نزل حقق کون ءتی کتب قبل طول ءمد قسو قلب کثر فسق
57:17	علم ءله حیی ءرض بعد موت بین ءیی عقل
57:18	صدق صدق قرض ءله قرض حسن ضعف ءجر کرم
57:19	ءمن ءله رسل صدق شهد عند ربب ءجر نور کفر کذب ءیی صحب جحم
57:20	علم حیی دنو لعب لهو زین فخر بین کثر مول ولد مثل غیث عجب کفر نبت هیج رءی صفر کون حطم ءخر عذب شدد غفر ءله رضو حیی دنو متع غرر
57:21	سبق غفر ربب جنن عرض عرض سمو ءرض عدد ءمن ءله رسل فضل ءله ءتی شیء ءله ذوی فضل عظم
57:22	صوب صوب ءرض نفس کتب قبل برء ءله یسر
57:23	ءسی فوت فرح ءتی ءله حبب کلل خیل فخر
57:24	بخل ءمر ءنس بخل ولی ءله غنی حمد
57:25	رسل رسل بین نزل کتب وزن قوم ءنس قسط نزل حدد بءس شدد نفع ءنس علم ءله نصر رسل غیب ءله قوی عزز
57:26	رسل نوح برهم جعل ذرر نبو کتب هدی کثر فسق
57:27	قفو ءثر رسل قفو عیس بنو ریم ءتی نجل جعل قلب تبع رءف رحم رهب بدع کتب بغی رضو ءله رعی حقق رعی ءتی ءمن ءجر کثر فسق
57:28	ءمن وقی ءله ءمن رسل ءتی کفل رحم جعل نور مشی غفر ءله غفر رحم
57:29	علم ءهل کتب قدر شیء فضل ءله فضل یدی ءله ءتی شیء ءله ذوی فضل عظم
58:1	سمع ءله قول جدل زوج شکو ءله ءله سمع حور ءله سمع بصر
58:2	ظهر نسو ءمم ءمم ولد قول نکر قول زور ءله عفو غفر
58:3	ظهر نسو عود قول حرر رقب قبل مسس وعظ ءله عمل خبر
58:4	وجد صوم شهر تبع قبل مسس طوع طعم ستت سکن ءمن ءله رسل حدد ءله کفر عذب ءلم
58:5	حدد ءله رسل کبت کبت قبل نزل ءیی بین کفر عذب هون
58:6	یوم بعث ءله جمع نبء عمل حصی ءله نسی ءله کلل شیء شهد
58:7	رءی ءله علم سمو ءرض کون نجو ثلث ربع خمس سدس دنو کثر ءین کون نبء عمل یوم قوم ءله کلل شیء علم
58:8	رءی نهی نجو عود نهی نجو ءثم عدو عصی رسل جیء حیی حیی ءله قول نفس عذب ءله قول حسب جهنم صلی بءس صیر
58:9	ءمن نجو نجو ءثم عدو عصی رسل نجو برر وقی وقی ءله حشر
58:10	نجو شطن حزن ءمن لیس ضرر شیء ءذن ءله ءله وکل ءمن
58:11	ءمن قول فسح جلس فسح فسح ءله قول نشز نشز رفع ءله ءمن ءتی علم درج ءله عمل خبر
58:12	ءمن نجو رسل قدم بین یدی نجو صدق خیر طهر وجد ءله غفر رحم
58:13	شفق قدم بین یدی نجو صدق فعل توب ءله قوم صلو ءتی زکو طوع ءله رسل ءله خبر عمل
58:14	رءی ولی قوم غضب ءله حلف کذب علم
58:15	عدد ءله عذب شدد سوء کون عمل
58:16	ءخذ یمن جنن صدد سبل ءله عذب هون
58:17	غنی مول ولد ءله شیء صحب نور خلد
58:18	یوم بعث ءله جمع حلف حلف حسب شیء کذب
58:19	حوذ شطن نسی ذکر ءله حزب شطن حزب شطن خسر
58:20	حدد ءله رسل ذلل
58:21	کتب ءله غلب رسل ءله قوی عزز
58:22	وجد قوم ءمن ءله یوم ءخر ودد حدد ءله رسل کون ءبو بنو ءخو عشر کتب قلب ءمن ءید روح دخل جنن جری تحت نهر خلد رضو ءله رضو حزب ءله حزب ءله فلح
59:1	سبح ءله سمو ءرض عزز حکم
59:2	خرج کفر ءهل کتب دور ءول حشر ظنن خرج ظنن منع حصن ءله ءتی ءله حیث حسب قذف قلب رعب خرب بیت یدی یدی ءمن عبر ءول بصر
59:3	کتب ءله جلو عذب دنو ءخر عذب نور
59:4	شقق ءله رسل شقق ءله ءله شدد عقب
59:5	قطع لین ترک قوم ءصل ءذن ءله خزی فسق
59:6	فیء ءله رسل وجف خیل رکب ءله سلط رسل شیء ءله کلل شیء قدر
59:7	فیء ءله رسل ءهل قری ءله رسل ذوی قرب یتم سکن بنو سبل کون دول بین غنی ءتی رسل ءخذ نهی نهی وقی ءله ءله شدد عقب
59:8	فقر هجر خرج دور مول بغی فضل ءله رضو نصر ءله رسل صدق
59:9	بوء دور ءمن قبل حبب هجر وجد صدر حوج ءتی ءثر نفس کون خصص وقی شحح نفس فلح
59:10	جیء بعد قول ربب غفر ءخو سبق ءمن جعل قلب غلل ءمن ربب رءف رحم
59:11	رءی نفق قول ءخو کفر ءهل کتب خرج خرج طوع وحد ءبد قتل نصر ءله شهد کذب
59:12	خرج خرج قتل نصر نصر ولی دبر نصر
59:13	شدد رهب صدر ءله قوم فقه
59:14	قتل جمع قری حصن وری جدر بءس بین شدد حسب جمع قلب شتت قوم عقل
59:15	مثل قبل قرب ذوق وبل ءمر عذب ءلم
59:16	مثل شطن قول ءنس کفر کفر قول برء خوف ءله ربب علم
59:17	کون عقب نور خلد جزی ظلم
59:18	ءمن وقی ءله نظر نفس قدم غدو وقی ءله ءله خبر عمل
59:19	کون نسی ءله نسی نفس فسق
59:20	سوو صحب نور صحب جنن صحب جنن فوز
59:21	نزل قرء جبل رءی خشع صدع خشی ءله مثل ضرب ءنس فکر
59:22	ءله ءله علم غیب شهد رحم رحم
59:23	ءله ءله ملک قدس سلم ءمن هیمن عزز جبر کبر سبح ءله شرک
59:24	ءله خلق برء صور سمو حسن سبح سمو ءرض عزز حکم
60:1	ءمن ءخذ عدو عدو ولی لقی ودد کفر جیء حقق خرج رسل ءمن ءله ربب کون خرج جهد سبل بغی رضو سرر ودد علم خفی علن فعل ضلل سوو سبل
